name,symbol,token
649KA30,649KA30-SG,21390
PREMIER,PREMIER-BE,6248
SADBHIN,SADBHIN-BL,10621
706WB36,706WB36-SG,4782
ELECTCAST,ELECTCAST-W1,18116
UCAL,UCAL-BL,12852
793UP30,793UP30-SG,22084
725WB41,725WB41-SG,2657
RADIANTCMS,RADIANTCMS-EQ,13580
698TN31,698TN31-SG,5037
NAVA,NAVA-EQ,4014
AKG,AKG-BL,2185
744JK38,744JK38-SG,17223
INTLCONV,INTLCONV-EQ,5606
698JK36,698JK36-SG,5890
KHAICHEM,KHAICHEM-BL,905
SIGIND,SIGIND-EQ,4522
758AP42,758AP42-SG,10913
MASFIN,MASFIN-BL,208
ACC,ACC-EQ,22
MID150BEES,MID150BEES-BL,8507
RML,RML-EQ,11975
758NL33,758NL33-SG,15021
SIL,SIL-BE,11298
L&TFH,L&TFH-BL,24951
661WB36,661WB36-SG,1947
PENIND,PENIND-BL,20624
NECLIFE,NECLIFE-BL,12628
EMAMIPAP,EMAMIPAP-BL,10083
KAVVERITEL,KAVVERITEL-BE,15248
IBULHSGFIN,IBULHSGFIN-ZT,13460
692HR36,692HR36-SG,3382
KHAITANLTD,KHAITANLTD-BL,12099
TATACAPHSG,TATACAPHSG-N8,16870
ICICIBANKP,ICICIBANKP-BL,11388
JINDALPOLY,JINDALPOLY-BL,12514
VIPIND,VIPIND-BL,12877
IGPL,IGPL-EQ,14086
TOKYOPLAST,TOKYOPLAST-BL,12161
ZUARIIND,ZUARIIND-BL,12909
654GJ30,654GJ30-SG,21216
SHRIRAMFIN,SHRIRAMFIN-YU,6172
RAINBOW,RAINBOW-BL,9414
SGL,SGL-BL,13371
694AP38,694AP38-SG,3514
EXXARO,EXXARO-BL,5355
738AP40,738AP40-SG,15572
ECLERX,ECLERX-BL,15182
364D150224,364D150224-TB,14171
SOTL,SOTL-BL,12739
687AP38,687AP38-SG,41
717MP35,717MP35-SG,21973
IBULHSGFIN,IBULHSGFIN-YJ,9184
BAJFINANCE,BAJFINANCE-EQ,317
EQUITASBNK,EQUITASBNK-BL,920
MOVALUE,MOVALUE-BL,10829
TDPOWERSYS,TDPOWERSYS-BL,25181
INDIA VIX,India VIX,99926017
714KA32,714KA32-SG,7813
NITCO,NITCO-BL,13302
663MN31,663MN31-SG,1833
COLPAL,COLPAL-EQ,15141
ZEAL,ZEAL-SM,17766
733KA40,733KA40-SG,7859
70MH28,70MH28-SG,21944
TATACAPHSG,TATACAPHSG-N5,16834
IBULHSGFIN,IBULHSGFIN-N9,18626
686RJ36,686RJ36-SG,5740
IBULHSGFIN,IBULHSGFIN-YY,11328
MORARJEE,MORARJEE-EQ,28877
HAPPSTMNDS,HAPPSTMNDS-EQ,48
SFMP75DD,SFMP75DD-MF,13743
PGHH,PGHH-EQ,2535
DCMSRIND,DCMSRIND-EQ,7325
STCINDIA,STCINDIA-BL,12782
SFMP43DR,SFMP43DR-MF,3355
765GA32,765GA32-SG,13243
HDFCLOWVOL,HDFCLOWVOL-EQ,11547
SMLISUZU,SMLISUZU-EQ,3387
702BR30,702BR30-SG,21375
62RJ27,62RJ27-SG,22272
783WB32,783WB32-SG,9782
653TN31,653TN31-SG,1839
BLUESTARCO,BLUESTARCO-EQ,8311
IBULHSGFIN,IBULHSGFIN-ZE,11827
JKTYRE,JKTYRE-BL,14439
BPF01GPG,BPF01GPG-MF,18169
SHREMINVIT,SHREMINVIT-BL,5726
UNIINFO,UNIINFO-BL,7798
SUNDRMBRAK,SUNDRMBRAK-BE,9848
763TS43,763TS43-SG,12321
804PN42,804PN42-SG,10268
65RJ50,65RJ50-SG,22293
DIAMINESQ,DIAMINESQ-BL,18646
IONEXCHANG,IONEXCHANG-BL,8213
KHAICHEM,KHAICHEM-EQ,896
364D080224,364D080224-TB,14136
738GJ30A,738GJ30A-SG,16973
RMFINMRGG2,RMFINMRGG2-MF,22961
GS120624C,GS120624C-GS,4021
ARTEMISMED,ARTEMISMED-BL,16914
MOREPENLAB,MOREPENLAB-BL,12111
SGBJU29III,SGBJU29III-GB,3800
RECLTD,RECLTD-NC,2933
VSSL,VSSL-EQ,27067
667GS2035,667GS2035-GS,5577
RATEGAIN,RATEGAIN-BL,7183
364D260124,364D260124-TB,13935
773MH34,773MH34-SG,14645
DUCOL,DUCOL-SM,13766
GS150925C,GS150925C-GS,4202
708KA31,708KA31-SG,20797
PRUDENT,PRUDENT-BL,9556
ICICI5GSEC,ICICI5GSEC-BL,8346
FISTIP3QDP,FISTIP3QDP-MF,18196
UNITEDPOLY,UNITEDPOLY-BL,7565
761GJ32,761GJ32-SG,10531
699AR30,699AR30-SG,20861
GILT5YBEES,GILT5YBEES-BL,3175
PRECOT,PRECOT-BL,12682
NECCLTD,NECCLTD-EQ,13522
IBULHSGFIN,IBULHSGFIN-AG,14692
SIMBHALS,SIMBHALS-EQ,14612
LAL,LAL-BE,14929
RAMCOCEM,RAMCOCEM-BL,12570
711CG30,711CG30-SG,22157
781UP32,781UP32-SG,11408
BIRET,BIRET-RR,2203
CHOLAFIN,CHOLAFIN-N0,15364
736RJ41,736RJ41-SG,17460
EXIDEIND,EXIDEIND-EQ,676
RAMRAT,RAMRAT-EQ,10485
713RJ31,713RJ31-SG,2673
BPF02RGG,BPF02RGG-MF,18160
711HP30,711HP30-SG,20040
745AP34,745AP34-SG,18332
70AP39A,70AP39A-SG,5567
IBULHSGFIN,IBULHSGFIN-BR,18856
STAR,STAR-BL,12780
IBREALEST,IBREALEST-BL,14454
RHFL,RHFL-BE,21737
649MP24,649MP24-SG,21990
PATTECH,PATTECH-SM,15137
73GS2053,73GS2053-GS,16865
IGARASHI,IGARASHI-BL,12464
SPAL,SPAL-BL,18255
UWCSL,UWCSL-SM,5945
SHREEPUSHK,SHREEPUSHK-EQ,10588
ANANDRATHI,ANANDRATHI-EQ,7145
BHAGCHEM,BHAGCHEM-EQ,6164
739TN33A,739TN33A-SG,16928
672TN27,672TN27-SG,420
CHEMPLASTS,CHEMPLASTS-BL,5453
VISAKAIND,VISAKAIND-EQ,4221
699WB31,699WB31-SG,5470
UJJIVANSFB,UJJIVANSFB-BL,15327
70NL31A,70NL31A-SG,7316
TFL,TFL-EQ,14319
ABBOTINDIA,ABBOTINDIA-BL,17906
RECLTD,RECLTD-NE,2941
IBULHSGFIN,IBULHSGFIN-BH,18824
SONACOMS,SONACOMS-BL,4687
698PN33,698PN33-SG,5885
IBULHSGFIN,IBULHSGFIN-YB,7772
RADHIKAJWE,RADHIKAJWE-EQ,10343
64KA30C,64KA30C-SG,972
WIPRO,WIPRO-BL,12895
REGENCERAM,REGENCERAM-BL,12138
BASML,BASML-EQ,12034
ICICILIQ,ICICILIQ-BL,4839
772MH34,772MH34-SG,9724
SGBJUN28,SGBJUN28-GB,19078
718TS33,718TS33-SG,7690
704MH29,704MH29-SG,2542
ISFT,ISFT-EQ,18479
SYRMA,SYRMA-BL,10820
671RJ30,671RJ30-SG,22077
POWERINDIA,POWERINDIA-EQ,18457
BATAINDIA,BATAINDIA-BL,12249
GS071225C,GS071225C-GS,4250
786MZ32,786MZ32-SG,9922
SAKAR,SAKAR-EQ,9539
GOKUL,GOKUL-EQ,16705
709AP39,709AP39-SG,5968
799TS35,799TS35-SG,22204
IIFL,IIFL-Y1,17043
SHRIRAMFIN,SHRIRAMFIN-YO,6140
734MN32A,734MN32A-SG,8695
EKC,EKC-BL,13095
VILINBIO,VILINBIO-SM,16954
ICICINIFTY,ICICINIFTY-EQ,29553
INVENTURE,INVENTURE-BL,24873
73TN32,73TN32-SG,8685
757HP32,757HP32-SG,13117
SANGINITA,SANGINITA-EQ,11032
SOLARA,SOLARA-EQ,3672
KINGFA,KINGFA-EQ,18944
HDFCQUAL,HDFCQUAL-BL,11258
77MN35,77MN35-SG,13892
AARTISURF,AARTISURF-EQ,19233
663HR28,663HR28-SG,6317
ADVANIHOTR,ADVANIHOTR-BL,14748
ZYDUSLIFE,ZYDUSLIFE-BL,12281
KRISHIVAL,KRISHIVAL-SM,8671
E2E,E2E-BL,8941
CONCORDBIO,CONCORDBIO-EQ,18060
66RJ30C,66RJ30C-SG,1715
BBL,BBL-EQ,13761
65GJ30A,65GJ30A-SG,1233
635AP27,635AP27-SG,20572
KPITTECH,KPITTECH-BL,9684
SUNTV,SUNTV-BL,13406
677AP38,677AP38-SG,876
VAISHALI,VAISHALI-EQ,16589
687BR30A,687BR30A-SG,6877
604KL25,604KL25-SG,22403
BVCL,BVCL-BE,15077
ZENITHSTL,ZENITHSTL-BL,14565
585GS2030,585GS2030-GS,1341
68UK31,68UK31-SG,3067
RAJRATAN,RAJRATAN-BL,18965
BAJAJHCARE,BAJAJHCARE-BL,6865
VARDMNPOLY,VARDMNPOLY-BL,12868
MAHLOG,MAHLOG-BL,388
364D050924,364D050924-TB,18416
718RJ29,718RJ29-SG,22060
FISTIP3GP,FISTIP3GP-MF,18182
764AP33,764AP33-SG,12689
AGROPHOS,AGROPHOS-BL,9107
UNIDT,UNIDT-EQ,201
THEINVEST,THEINVEST-BL,21430
GHCLTEXTIL,GHCLTEXTIL-EQ,16696
BAJAJELEC,BAJAJELEC-EQ,15034
GS151223C,GS151223C-GS,3964
WIPRO,WIPRO-EQ,3787
704AP40,704AP40-SG,3689
PARAS,PARAS-BL,5917
SWSOLAR,SWSOLAR-BL,12575
JUNIORBEES,JUNIORBEES-EQ,10939
603RJ25,603RJ25-SG,22069
EMMBI,EMMBI-BL,18145
729AP34,729AP34-SG,8930
HEADSUP,HEADSUP-BL,19208
714BR30,714BR30-SG,20016
750GA30,750GA30-SG,20218
675KA35,675KA35-SG,1006
RAMCOCEM,RAMCOCEM-EQ,2043
774WB41,774WB41-SG,14655
655RJ30,655RJ30-SG,22079
V2RETAIL,V2RETAIL-BE,14770
703HP31,703HP31-SG,7519
GLAND,GLAND-EQ,1186
SPRL,SPRL-SM,8521
ALMONDZ,ALMONDZ-BL,16722
LTIM,LTIM-BL,17845
746TS42,746TS42-SG,18537
MTARTECH,MTARTECH-EQ,2709
788RJ32,788RJ32-SG,22065
PTL,PTL-BL,14104
QUESS,QUESS-BL,17707
783BR32,783BR32-SG,11882
IBULHSGFIN,IBULHSGFIN-ZL,11854
JUNIORBEES,JUNIORBEES-BL,12526
CONTROLPR,CONTROLPR-EQ,17477
663GJ29,663GJ29-SG,65
SILVERTUC,SILVERTUC-BL,9427
715UP32,715UP32-SG,7821
SOUTHWEST,SOUTHWEST-EQ,9678
515GS2025,515GS2025-GS,1054
683TN31A,683TN31A-SG,7156
TEJASNET,TEJASNET-EQ,21131
724BR32,724BR32-SG,7870
644MH28,644MH28-SG,22342
CENTURYTEX,CENTURYTEX-BL,12292
MUTHOOTCAP,MUTHOOTCAP-BL,10418
VITAL,VITAL-SM,11920
BPF02D3R,BPF02D3R-MF,18008
659CG28,659CG28-SG,5971
IBULHSGFIN,IBULHSGFIN-AS,17503
SURYALAXMI,SURYALAXMI-EQ,11852
IBULHSGFIN,IBULHSGFIN-BQ,18853
IRFC,IRFC-N7,586
IREDA,IREDA-N4,1387
70TS36,70TS36-SG,5568
UTFIQIPRPI,UTFIQIPRPI-MF,25458
DBSTOCKBRO,DBSTOCKBRO-EQ,31107
UTFDQIPIRI,UTFDQIPIRI-MF,30846
91D141223,91D141223-TB,18540
SILINV,SILINV-BL,12804
717RJ32,717RJ32-SG,8331
705MN30,705MN30-SG,21920
GPTINFRA,GPTINFRA-BE,17689
NHAI,NHAI-N5,186
MOTILALOFS,MOTILALOFS-EQ,14947
739KL52,739KL52-SG,16998
PASUPTAC,PASUPTAC-EQ,6045
GENCON,GENCON-BL,2194
775TN30,775TN30-SG,22104
182D290324,182D290324-TB,19002
ABFRL,ABFRL-W1,11498
BYKE,BYKE-BL,7928
739AP35,739AP35-SG,16806
725TN27,725TN27-SG,22127
VAISHALI,VAISHALI-BL,16629
TCS,TCS-BL,12825
GOYALALUM,GOYALALUM-BL,11790
ORIENTCER,ORIENTCER-BL,13115
HERANBA,HERANBA-BL,2623
691RJ31,691RJ31-SG,4866
763AP30,763AP30-SG,9531
MODIRUBBER,MODIRUBBER-BL,12982
GRANULES,GRANULES-BL,12407
NDGL,NDGL-EQ,18371
BORORENEW,BORORENEW-BL,3154
65GA30,65GA30-SG,22261
JUSTDIAL,JUSTDIAL-BL,29965
NIFTY100 EQL WGT,NIFTY100 EQL Wgt,99926057
687AS31,687AS31-SG,5670
3IINFOLTD,3IINFOLTD-BL,6236
790RJ26,790RJ26-SG,22061
KCPSUGIND,KCPSUGIND-EQ,4809
777RJ33,777RJ33-SG,14642
737AP33,737AP33-SG,16290
ENGINERSIN,ENGINERSIN-EQ,4907
SETUINFRA,SETUINFRA-BZ,18024
784TS36,784TS36-SG,10545
TATAMTRDVR,TATAMTRDVR-EQ,16965
HERANBA,HERANBA-EQ,2614
771AP36,771AP36-SG,13972
759AP33,759AP33-SG,13717
AXITA,AXITA-BL,9911
66GA30A,66GA30A-SG,20
MARATHON,MARATHON-BL,18662
IDFNIFTYET,IDFNIFTYET-BL,18784
IBULHSGFIN,IBULHSGFIN-NV,5861
588CG26,588CG26-SG,1703
ICICIPRULI,ICICIPRULI-EQ,18652
M&MFIN,M&MFIN-N3,20050
764AR30,764AR30-SG,20570
778TS34,778TS34-SG,14647
SOUTHBANK,SOUTHBANK-EQ,5948
CONFIPET,CONFIPET-EQ,10238
PYRAMID,PYRAMID-EQ,18250
PATELENG,PATELENG-EQ,11699
SFMP49GD,SFMP49GD-MF,5499
DHANUKA,DHANUKA-BL,24412
JBCHEPHARM,JBCHEPHARM-BL,12508
GS170625C,GS170625C-GS,4158
736MZ38A,736MZ38A-SG,17326
TITAGARH,TITAGARH-BL,15417
SESHAPAPER,SESHAPAPER-BL,12745
GEPIL,GEPIL-EQ,7862
HIMATSEIDE,HIMATSEIDE-EQ,1360
691HP31,691HP31-SG,6879
AARTIPP,AARTIPP-BL,14261
657TN31,657TN31-SG,1890
CHEMBOND,CHEMBOND-BL,14621
IBULHSGFIN,IBULHSGFIN-ZB,11818
ADANIPORTS,ADANIPORTS-EQ,15083
792AP41,792AP41-SG,10337
DABUR,DABUR-BL,12320
698WB35,698WB35-SG,22149
NEXTMEDIA,NEXTMEDIA-EQ,9867
VGUARD,VGUARD-BL,15365
NHAI,NHAI-N4,180
ARTEMISMED,ARTEMISMED-EQ,16913
PRICOLLTD,PRICOLLTD-EQ,19631
BAJAJHIND,BAJAJHIND-BL,12235
SHALBY,SHALBY-EQ,714
649GJ29,649GJ29-SG,1364
VSTTILLERS,VSTTILLERS-BL,24295
GULPOLY,GULPOLY-EQ,6286
GS171225C,GS171225C-GS,4323
BIRET,BIRET-BL,2212
GRPLTD,GRPLTD-BE,6549
GS261023C,GS261023C-GS,3944
SFMP64DD,SFMP64DD-MF,10879
AIRAN,AIRAN-BL,9899
757TS31,757TS31-SG,13772
UTIRGR35P2,UTIRGR35P2-MF,13160
VIVIDHA,VIVIDHA-EQ,29877
HERITGFOOD,HERITGFOOD-EQ,4598
SHAREINDIA,SHAREINDIA-EQ,104
72NL29,72NL29-SG,21996
WSI,WSI-BL,14831
IBULHSGFIN,IBULHSGFIN-YH,9153
GENUSPAPER,GENUSPAPER-EQ,6600
SHIVAMAUTO,SHIVAMAUTO-BE,13757
KERNEX,KERNEX-BL,13123
664RJ30,664RJ30-SG,22412
FIEMIND,FIEMIND-EQ,13710
658GJ27,658GJ27-SG,3061
756TN53,756TN53-SG,14357
PALREDTEC,PALREDTEC-EQ,17062
RBLBANK,RBLBANK-BL,18394
SUMICHEM,SUMICHEM-BL,17106
739AP33,739AP33-SG,15526
IIFL,IIFL-NP,13840
722RJ41,722RJ41-SG,2413
UNITECH,UNITECH-BZ,8893
655RJ50,655RJ50-SG,22023
NHPC,NHPC-N3,31484
MCX,MCX-BL,31184
SOUTHWEST,SOUTHWEST-BL,9680
KARMAENG,KARMAENG-BL,24388
675GJ29,675GJ29-SG,6093
L&TFINANCE,L&TFINANCE-Y5,15656
665ML30,665ML30-SG,609
COUNCODOS,COUNCODOS-EQ,16986
727RJ30,727RJ30-SG,22064
684AR31,684AR31-SG,3257
SHAIVAL,SHAIVAL-SM,10683
SGBJAN26,SGBJAN26-GB,945
SYNCOMF,SYNCOMF-EQ,11992
NIDO,NIDO-N6,17866
769GA32A,769GA32A-SG,12301
AVROIND,AVROIND-BL,8836
717UP31,717UP31-SG,2676
AVROIND,AVROIND-EQ,8827
NDLVENTURE,NDLVENTURE-BL,14551
745BR32,745BR32-SG,10956
NIFTY PHARMA,Nifty Pharma,99926023
364D290824,364D290824-TB,18340
MANUGRAPH,MANUGRAPH-BE,13575
IIFCL,IIFCL-N2,20054
SIMPLEXINF,SIMPLEXINF-BE,9331
FLEXITUFF,FLEXITUFF-BE,25516
POLYCAB,POLYCAB-EQ,9590
759HP38,759HP38-SG,14276
ORIANA,ORIANA-SM,17882
LORDSCHLO,LORDSCHLO-BL,18234
VADILALIND,VADILALIND-EQ,24196
CHOLAFIN,CHOLAFIN-N5,15376
SHK,SHK-BL,11231
687MH33,687MH33-SG,3379
69ML30,69ML30-SG,306
ITDC,ITDC-EQ,19299
724TN32,724TN32-SG,7904
SAMBHAAV,SAMBHAAV-BE,9829
735UK30,735UK30-SG,22202
733TN33,733TN33-SG,15749
182D211223,182D211223-TB,16941
MBECL,MBECL-BL,13686
VIRINCHI,VIRINCHI-BL,15300
826GS2027,826GS2027-GS,6898
762PN38,762PN38-SG,15100
UTIRAP35P2,UTIRAP35P2-MF,13156
SFMP49DD,SFMP49DD-MF,5497
ARIHANTSUP,ARIHANTSUP-EQ,20159
PLASTIBLEN,PLASTIBLEN-BL,13923
KITEX,KITEX-BL,28902
RAJESHEXPO,RAJESHEXPO-EQ,7401
BEPL,BEPL-BL,12254
PEL,PEL-EQ,2412
GVKPIL,GVKPIL-EQ,13226
IBULHSGFIN,IBULHSGFIN-Z6,11356
CGCL,CGCL-EQ,20329
773HR32,773HR32-SG,14369
713TS34,713TS34-SG,8333
RPPL,RPPL-BL,6920
752AP39,752AP39-SG,17102
91D261023,91D261023-TB,17464
634RJ27,634RJ27-SG,6307
AXISBANK,AXISBANK-EQ,5900
84GS2024,84GS2024-GS,7097
NHPC,NHPC-EQ,17400
ARTNIRMAN,ARTNIRMAN-BL,6162
GS150326C,GS150326C-GS,4366
THYROCARE,THYROCARE-BL,17035
ICICITECH,ICICITECH-EQ,22365
TNPETRO,TNPETRO-BL,12837
SMCGLOBAL,SMCGLOBAL-BL,2324
IIFL,IIFL-NK,6195
LIBERTSHOE,LIBERTSHOE-BL,12557
LAXMICOT,LAXMICOT-BL,6571
IGPL,IGPL-BL,14089
675RJ31,675RJ31-SG,3195
364D301123,364D301123-TB,12738
664MZ32,664MZ32-SG,1899
21STCENMGM,21STCENMGM-EQ,4
CLSL,CLSL-SM,18260
TVTODAY,TVTODAY-EQ,11275
NHAI,NHAI-N3,176
URAVI,URAVI-EQ,17071
DELTAMAGNT,DELTAMAGNT-BL,12080
DOLLAR,DOLLAR-BL,20563
DHANILOANS,DHANILOANS-Y2,9500
INDNIPPON,INDNIPPON-BL,12476
NINSYS,NINSYS-BL,14199
HDFC1359RQ,HDFC1359RQ-MF,11565
NIFTY,NIFTY,26000
782AP35,782AP35-SG,11412
AARTIDRUGS,AARTIDRUGS-EQ,4481
GRMOVER,GRMOVER-BL,10873
764RJ38,764RJ38-SG,13902
BAJAJFINSV,BAJAJFINSV-BL,16678
71JK30,71JK30-SG,20018
ASAL,ASAL-BL,12216
JINDRILL,JINDRILL-EQ,13875
DELPHIFX,DELPHIFX-BL,24394
364D040724,364D040724-TB,17131
IDEAFORGE,IDEAFORGE-BL,17143
721PY28,721PY28-SG,22024
75HP38,75HP38-SG,17101
KEL,KEL-ST,18714
TATAPOWER,TATAPOWER-EQ,3426
UNOMINDA,UNOMINDA-BL,14157
749HP34,749HP34-SG,10959
GNFC,GNFC-EQ,1174
769MZ31,769MZ31-SG,9708
DMART,DMART-BL,19916
JBFIND,JBFIND-BZ,13813
TARC,TARC-BL,1583
SILVER,SILVER-EQ,8003
JETFREIGHT,JETFREIGHT-BL,7225
METROPOLIS,METROPOLIS-EQ,9581
IBULHSGFIN,IBULHSGFIN-Y8,7763
795AP39,795AP39-SG,10215
74AP32,74AP32-SG,16923
NAVIFIN,NAVIFIN-N5,17345
SOLEX,SOLEX-SM,1231
SHANKARA,SHANKARA-EQ,20321
664KA32,664KA32-SG,22370
MADHUCON,MADHUCON-BE,13668
PGIMCSA4D,PGIMCSA4D-MF,17994
SAHYADRI,SAHYADRI-EQ,14900
HDFC2638DG,HDFC2638DG-MF,14335
774RJ40,774RJ40-SG,14654
ICICITECH,ICICITECH-BL,22367
SUTLEJTEX,SUTLEJTEX-BL,13805
SFL,SFL-BL,19187
685TN51,685TN51-SG,2097
INDOWIND,INDOWIND-BE,14956
NILAINFRA,NILAINFRA-BE,9257
638MH27,638MH27-SG,5467
ACCURACY,ACCURACY-BE,1472
692RJ30,692RJ30-SG,430
763HR29,763HR29-SG,9433
717HR30,717HR30-SG,20849
KAYA,KAYA-EQ,10276
696KL34,696KL34-SG,3701
DRREDDY,DRREDDY-EQ,881
654WB35,654WB35-SG,22173
695GJ31,695GJ31-SG,5033
INOXGREEN,INOXGREEN-BL,12199
IBULHSGFIN,IBULHSGFIN-AC,14683
JAYBARMARU,JAYBARMARU-BL,12505
749BR31A,749BR31A-SG,18691
71WB30,71WB30-SG,22151
GS150924C,GS150924C-GS,4057
TATACOMM,TATACOMM-EQ,3721
NINSYS,NINSYS-EQ,14194
SHRIRAMFIN,SHRIRAMFIN-ZH,17163
V1NSETEST,V1NSETEST-EQ,12863
762GA32,762GA32-SG,12678
ELGIRUBCO,ELGIRUBCO-BL,24927
795WB39,795WB39-SG,11700
VRLLOG,VRLLOG-EQ,8696
780HR30,780HR30-SG,20219
UNIENTER,UNIENTER-EQ,11293
H1861D46RD,H1861D46RD-MF,8450
SBIETFPB,SBIETFPB-BL,728
735TN33,735TN33-SG,16796
705KL30,705KL30-SG,21899
METALFORGE,METALFORGE-BZ,3289
SFMP73GD,SFMP73GD-MF,13107
GS100824C,GS100824C-GS,4042
DSPGOLDETF,DSPGOLDETF-EQ,15356
REDINGTON,REDINGTON-BL,14257
RAJMET,RAJMET-BE,2171
711MZ30,711MZ30-SG,22020
662AS30,662AS30-SG,1425
KOHINOOR,KOHINOOR-BL,12737
RSSOFTWARE,RSSOFTWARE-BE,8426
HDFCPVTBAN,HDFCPVTBAN-EQ,12108
PRITIKA,PRITIKA-SM,12971
GANDHITUBE,GANDHITUBE-BL,14119
HDFCLIFE,HDFCLIFE-BL,470
SFMP74DD,SFMP74DD-MF,13665
ORICONENT,ORICONENT-BL,10162
696RJ31,696RJ31-SG,6327
JETKNIT,JETKNIT-SM,18699
708WB41,708WB41-SG,6361
GLOBUSSPR,GLOBUSSPR-EQ,17424
LYPSAGEMS,LYPSAGEMS-BL,31471
774KA37,774KA37-SG,12311
DSPPVBKETF,DSPPVBKETF-BL,17611
CYIENTDLM,CYIENTDLM-BL,17195
INDIGRID,INDIGRID-NI,3457
SHIGAN,SHIGAN-SM,8394
HEALTHY,HEALTHY-EQ,6297
78AP31A,78AP31A-SG,9914
PKTEA,PKTEA-BE,10318
CHOLAFIN,CHOLAFIN-NB,17964
DHANILOANS,DHANILOANS-Y5,9528
RHIM,RHIM-BL,31166
GS100524C,GS100524C-GS,4011
SHRIRAMFIN,SHRIRAMFIN-YZ,8642
662KA32,662KA32-SG,782
UTIDAP35P3,UTIDAP35P3-MF,13937
69TN31,69TN31-SG,5997
79TS44,79TS44-SG,10271
LICHSGFIN,LICHSGFIN-EQ,1997
SILVERETF,SILVERETF-BL,15090
DCBBANK,DCBBANK-EQ,13725
712PN37,712PN37-SG,8197
8AS30,8AS30-SG,21048
703NL30,703NL30-SG,21997
813GS2045,813GS2045-GS,7124
688UP31A,688UP31A-SG,4757
582RJ27,582RJ27-SG,1824
SOFTTECH,SOFTTECH-BL,8280
PFC,PFC-N5,20022
SALASAR,SALASAR-EQ,21362
GS220824C,GS220824C-GS,4044
771KL42,771KL42-SG,10845
DONEAR,DONEAR-BL,13837
665JK30,665JK30-SG,1373
771MN32,771MN32-SG,11286
GUJALKALI,GUJALKALI-BL,12419
GENUSPOWER,GENUSPOWER-BL,12383
MAHAPEXLTD,MAHAPEXLTD-EQ,5239
INDUSTOWER,INDUSTOWER-EQ,29135
761RJ43,761RJ43-SG,15105
RECLTD,RECLTD-EQ,15355
JSWSTEEL,JSWSTEEL-BL,12524
TAINWALCHM,TAINWALCHM-BL,12158
PPL,PPL-EQ,10297
70JK33,70JK33-SG,7307
ORBTEXP,ORBTEXP-BL,31478
CHOLAFIN,CHOLAFIN-NA,17958
SGBAUG27,SGBAUG27-GB,12904
698AS31A,698AS31A-SG,5468
ORCHPHARMA,ORCHPHARMA-EQ,926
KOTAKNV20,KOTAKNV20-EQ,11457
GROBTEA,GROBTEA-BL,17773
HDFCLIQUID,HDFCLIQUID-BL,18281
833GS2032,833GS2032-GS,6922
735WB30,735WB30-SG,22177
NRBBEARING,NRBBEARING-BL,12639
APTUS,APTUS-BL,5446
707MP32,707MP32-SG,460
TATASTLLP,TATASTLLP-EQ,1639
GREENPANEL,GREENPANEL-BL,13834
MUKTAARTS,MUKTAARTS-BL,12114
IIHFL,IIHFL-N6,5217
RVHL,RVHL-BE,1572
AARTECH,AARTECH-BL,17165
IBULHSGFIN,IBULHSGFIN-ZH,11835
663AP37,663AP37-SG,1905
688UK30,688UK30-SG,22168
RHIM,RHIM-EQ,31163
NH,NH-BL,11848
725TS28,725TS28-SG,22210
SIGNATURE,SIGNATURE-EQ,18743
749GA33A,749GA33A-SG,18945
PCHFL,PCHFL-N5,5132
782AP42,782AP42-SG,10555
SERVICE,SERVICE-SM,17399
IIFL,IIFL-NR,13850
IIHFL,IIHFL-N7,7640
NURECA,NURECA-BL,2357
683GA31,683GA31-SG,5882
IBULHSGFIN,IBULHSGFIN-NQ,5846
667TS50,667TS50-SG,1535
NAVIFIN,NAVIFIN-N4,9852
TIJARIA,TIJARIA-BL,25485
182D080224,182D080224-TB,17857
GS120625C,GS120625C-GS,4149
SILGO,SILGO-BL,2497
762HR31,762HR31-SG,13600
758AS33,758AS33-SG,15016
804AP41,804AP41-SG,9871
UTIDQP35P1,UTIDQP35P1-MF,12046
EIFFL,EIFFL-EQ,6040
CANFINHOME,CANFINHOME-BL,12284
ABAN,ABAN-EQ,10
H1861D46DQ,H1861D46DQ-MF,8446
660AP40,660AP40-SG,22333
SRIVASAVI,SRIVASAVI-SM,14411
APCL,APCL-EQ,20453
NETWEB,NETWEB-BL,17440
VENKEYS,VENKEYS-BL,12873
627RJ26,627RJ26-SG,5078
HLVLTD,HLVLTD-BL,12451
ICICIFIN,ICICIFIN-BL,12589
HLEGLAS,HLEGLAS-EQ,2289
KREBSBIO,KREBSBIO-BE,7885
646GJ30,646GJ30-SG,982
IBULHSGFIN,IBULHSGFIN-Z2,11337
MANUGRAPH,MANUGRAPH-BL,13576
URJA,URJA-BL,20206
LFIC,LFIC-BL,7913
MANORAMA,MANORAMA-EQ,10227
DYNAMATECH,DYNAMATECH-BL,13571
729UK29,729UK29-SG,22171
774RJ42,774RJ42-SG,11418
SHRIRAMFIN,SHRIRAMFIN-ZB,12937
GEPIL,GEPIL-BL,12208
VADILALIND,VADILALIND-BL,24199
HFMPM23RND,HFMPM23RND-MF,14737
GIRIRAJ,GIRIRAJ-SM,2365
MTNL,MTNL-EQ,2294
ADSL,ADSL-BL,14815
NTPC,NTPC-NB,10746
SHYAMCENT,SHYAMCENT-BL,10191
65WB30,65WB30-SG,22174
NTPC,NTPC-N5,31766
